num_trials,accuracy_mean,accuracy_std,precision_mean,recall_mean,f1score_mean
1,0.5733333333333334,0.0,0.573346372688478,0.5733333333333334,0.5733143695275345
2,0.5366666666666666,0.03666666666666668,0.411673186344239,0.5366666666666666,0.45332385143043386
3,0.5333333333333333,0.030307070437746365,0.5100809748042053,0.5333333333333333,0.4338446888324105
