model,trial,seed,accuracy,precision,recall,f1score,duration_seconds
QuantumNN,1,2042,0.5966666666666667,0.5982429197344054,0.5966666666666667,0.5950423364830041,56.872265
QuantumNN,2,2043,0.5733333333333334,0.5744047619047619,0.5733333333333334,0.5717917837548507,58.835629
QuantumNN,3,2044,0.55,0.5624618288823497,0.55,0.5263767234624785,57.304385
