model,trial,seed,accuracy,precision,recall,f1score,duration_seconds
QuantumCNN,1,3042,0.9033333333333333,0.9099101133745879,0.9033333333333333,0.9029440310579101,32.50877
QuantumCNN,2,3043,0.94,0.9400782361308677,0.94,0.9399973332148094,31.970934
QuantumCNN,3,3044,0.9433333333333334,0.9443009220079284,0.9433333333333334,0.943302464675212,32.352193
QuantumCNN,4,3045,0.94,0.94,0.94,0.94,31.892324
QuantumCNN,5,3046,0.93,0.9323249474954199,0.93,0.9299057621913907,31.797054
