num_trials,accuracy_mean,accuracy_std,precision_mean,recall_mean,f1score_mean
1,0.5233333333333333,0.0,0.5233343704164629,0.5233333333333333,0.5233280369781886
2,0.5366666666666666,0.013333333333333364,0.5384797120207583,0.5366666666666666,0.5327961515376143
3,0.5444444444444444,0.015475986974649051,0.5456531413471722,0.5444444444444444,0.5418641010250762
