num_trials,accuracy_mean,accuracy_std,precision_mean,recall_mean,f1score_mean
1,1.0,0.0,1.0,1.0,1.0
2,1.0,0.0,1.0,1.0,1.0
3,1.0,0.0,1.0,1.0,1.0
4,1.0,0.0,1.0,1.0,1.0
5,1.0,0.0,1.0,1.0,1.0
