num_trials,accuracy_mean,accuracy_std,precision_mean,recall_mean,f1score_mean
1,0.9933333333333333,0.0,0.9933333333333333,0.9933333333333333,0.9933333333333333
2,0.9933333333333333,0.0,0.9933333333333333,0.9933333333333333,0.9933333333333333
3,0.9922222222222222,0.0015713484026367562,0.9922294818041295,0.9922222222222222,0.9922221851847737
4,0.9883333333333333,0.006871842709362745,0.9884713327101605,0.9883333333333333,0.9883316847346486
5,0.9873333333333333,0.006463573143221757,0.9874480293220463,0.9873333333333333,0.9873319774169371
